No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
3678.0,2013,8,1,5,25.0,21.0,3.0,42.0,300.0,42.0,21.0,996.7,21.0,0.1,SE,0.5,Aotizhongxin
3679.0,2013,8,1,6,30.0,19.0,3.0,42.0,300.0,45.0,21.8,997.2,21.8,0.0,ENE,1.3,Aotizhongxin
3680.0,2013,8,1,7,36.0,19.0,3.0,35.0,300.0,55.0,22.8,998.4,22.1,0.0,ENE,1.3,Aotizhongxin
3681.0,2013,8,1,8,41.0,34.0,4.0,37.0,400.0,48.0,23.6,999.2,21.3,0.0,NE,1.5,Aotizhongxin
3682.0,2013,8,1,9,38.0,28.0,3.0,30.0,400.0,63.0,23.8,998.8,21.5,0.5,ENE,1.0,Aotizhongxin
3683.0,2013,8,1,10,38.0,30.0,3.0,30.0,400.0,44.0,23.4,999.1,22.4,0.6,SSW,0.7,Aotizhongxin
3684.0,2013,8,1,11,39.0,49.0,2.856,57.484,640.0,33.4152,22.5,999.0,22.0,2.9,S,1.1,Aotizhongxin
3685.0,2013,8,1,12,47.0,56.0,3.0,77.0,700.0,16.0,23.1,999.4,21.9,0.3,SSW,0.6,Aotizhongxin
3686.0,2013,8,1,13,46.0,45.0,3.0,83.0,900.0,13.0,24.1,998.3,22.2,0.0,N,1.2,Aotizhongxin
3687.0,2013,8,1,14,52.0,20.0,3.0,77.0,900.0,35.0,24.4,997.9,21.9,0.0,SW,1.0,Aotizhongxin
3688.0,2013,8,1,15,45.0,24.0,3.0,75.0,800.0,35.0,25.5,997.8,22.2,0.0,WNW,0.8,Aotizhongxin
3689.0,2013,8,1,16,54.0,46.0,4.0,94.0,1000.0,22.0,27.4,997.8,21.2,0.0,SW,0.7,Aotizhongxin
3690.0,2013,8,1,17,56.0,51.0,3.0,86.0,900.0,46.0,27.2,997.3,22.4,0.0,NE,0.4,Aotizhongxin
3691.0,2013,8,1,18,64.0,45.0,4.0,89.0,1000.0,51.0,25.1,997.9,21.4,0.0,ENE,0.6,Aotizhongxin
3692.0,2013,8,1,19,59.0,67.0,4.0,79.0,900.0,58.0,24.2,998.6,21.7,0.0,ESE,1.1,Aotizhongxin
3693.0,2013,8,1,20,61.0,61.0,3.0,82.0,800.0,45.0,23.3,999.7,21.9,0.0,ESE,0.0,Aotizhongxin
3694.0,2013,8,1,21,54.0,61.0,4.0,98.0,800.0,17.0,22.5,1000.6,21.8,0.0,WNW,0.9,Aotizhongxin
3695.0,2013,8,1,22,68.0,76.0,6.0,123.0,1000.0,2.0,22.3,1000.5,22.0,0.0,ESE,0.5,Aotizhongxin
3696.0,2013,8,1,23,65.0,76.0,5.0,118.0,1100.0,2.0,22.2,1000.1,21.7,0.0,SSW,0.5,Aotizhongxin
3697.0,2013,8,2,0,65.0,76.0,6.0,114.0,1200.0,2.0,22.0,999.6,21.8,0.0,NE,0.8,Aotizhongxin
3698.0,2013,8,2,1,61.0,68.0,3.0,108.0,1100.0,2.0,21.9,999.5,21.6,0.0,ENE,0.9,Aotizhongxin
3699.0,2013,8,2,2,75.0,68.0,7.0,104.0,1100.0,2.0,21.6,999.5,21.4,0.0,NE,0.8,Aotizhongxin
3700.0,2013,8,2,3,88.0,110.0,7.0,86.0,1100.0,2.0,21.2,999.6,21.0,0.0,ENE,0.6,Aotizhongxin
3701.0,2013,8,2,4,67.0,110.0,5.0,73.0,800.0,2.0,21.2,999.9,21.0,0.0,E,0.7,Aotizhongxin
3702.0,2013,8,2,5,51.0,54.0,5.0,65.0,700.0,2.0,21.2,1000.0,21.0,0.0,N,0.0,Aotizhongxin
3703.0,2013,8,2,6,47.0,54.0,5.0,60.0,600.0,2.0,22.3,1001.1,22.1,0.0,ENE,0.6,Aotizhongxin
3704.0,2013,8,2,7,46.0,40.0,5.0,48.0,600.0,3.0,23.3,1001.2,22.1,0.0,NNW,0.8,Aotizhongxin
3705.0,2013,8,2,8,59.0,59.0,6.0,50.0,600.0,4.0,25.5,1001.0,22.6,0.0,E,1.6,Aotizhongxin
3706.0,2013,8,2,9,61.0,59.0,6.0,37.0,600.0,25.0,27.2,1001.3,21.9,0.0,W,1.0,Aotizhongxin
3707.0,2013,8,2,10,75.0,69.0,8.0,37.0,800.0,52.0,28.6,1000.9,22.1,0.0,S,0.7,Aotizhongxin
3708.0,2013,8,2,11,83.0,76.0,13.0,37.0,1000.0,84.0,29.7,1000.8,22.2,0.0,W,0.5,Aotizhongxin
3709.0,2013,8,2,12,86.0,84.0,13.0,36.0,1000.0,117.0,30.8,1000.8,22.1,0.0,WNW,1.1,Aotizhongxin
3710.0,2013,8,2,13,100.0,89.0,11.0,43.0,1000.0,137.0,30.9,1000.4,23.3,0.0,SSW,1.9,Aotizhongxin
3711.0,2013,8,2,14,100.0,79.0,12.0,42.0,1100.0,175.0,31.5,999.6,23.6,0.0,S,1.0,Aotizhongxin
3712.0,2013,8,2,15,95.0,86.0,11.0,32.0,1000.0,228.0,31.6,998.8,23.2,0.0,SW,2.9,Aotizhongxin
3713.0,2013,8,2,16,102.0,113.0,12.0,39.0,1000.0,241.0,29.5,999.5,22.7,0.0,WSW,2.8,Aotizhongxin
3714.0,2013,8,2,17,113.0,113.0,9.0,38.0,1000.0,223.0,28.6,1001.1,21.1,0.0,NW,1.8,Aotizhongxin
3715.0,2013,8,2,18,100.0,95.0,6.0,37.0,900.0,176.0,25.8,999.3,18.2,0.0,SSE,0.7,Aotizhongxin
3716.0,2013,8,2,19,100.0,100.0,6.0,37.0,500.0,132.0,24.4,999.9,18.8,0.0,WSW,1.5,Aotizhongxin
3717.0,2013,8,2,20,14.0,3.0,3.0,56.0,400.0,75.0,23.8,999.7,19.5,0.0,SSW,0.9,Aotizhongxin
3718.0,2013,8,2,21,17.0,16.0,3.0,65.0,500.0,61.0,25.6,999.7,19.9,0.0,WNW,1.4,Aotizhongxin
3719.0,2013,8,2,22,30.0,86.0,5.0,87.0,600.0,31.0,24.9,1001.1,19.3,0.0,NNE,1.0,Aotizhongxin
3720.0,2013,8,2,23,35.0,76.0,5.0,86.0,600.0,12.0,23.1,1000.9,19.9,0.0,ENE,0.8,Aotizhongxin
3721.0,2013,8,3,0,35.0,76.0,5.0,86.0,400.0,8.0,22.3,1001.2,20.4,0.0,SW,1.4,Aotizhongxin
3722.0,2013,8,3,1,28.0,57.0,3.0,70.0,500.0,2.0,22.5,1000.4,19.1,0.0,N,0.9,Aotizhongxin
3723.0,2013,8,3,2,26.0,57.0,3.0,54.0,500.0,10.0,21.7,999.5,18.5,0.0,E,0.8,Aotizhongxin
3724.0,2013,8,3,3,13.0,2.0,3.0,35.0,360.0,76.69464,22.5,997.2,18.3,0.0,S,0.7,Aotizhongxin
3725.0,2013,8,3,4,18.0,10.0,4.0,35.0,300.0,2.0,21.6,997.9,18.2,0.0,N,0.4,Aotizhongxin
3726.0,2013,8,3,5,18.0,32.0,3.0,77.0,300.0,3.0,22.3,998.3,18.1,0.0,NNE,1.5,Aotizhongxin
3727.0,2013,8,3,6,18.0,32.0,3.0,77.0,500.0,6.8544,22.2,998.8,19.2,0.0,NE,1.1,Aotizhongxin
3728.0,2013,8,3,7,16.0,38.0,1.9992,49.272,440.0,23.3478,24.5,998.8,19.3,0.0,E,0.7,Aotizhongxin
3729.0,2013,8,3,8,16.0,41.0,2.5704,54.1992,440.0,22.0626,27.4,998.9,19.5,0.0,ENE,1.1,Aotizhongxin
3730.0,2013,8,3,9,22.0,45.0,3.4272,46.6031,480.0,37.6992,29.2,999.0,17.1,0.0,SSW,0.5,Aotizhongxin
3731.0,2013,8,3,10,17.0,31.0,3.1416,41.2653,380.0,79.4682,30.2,998.7,18.0,0.0,WSW,1.3,Aotizhongxin
3732.0,2013,8,3,11,20.0,54.0,3.7128,48.6561,400.0,100.4598,31.7,998.0,19.0,0.0,SE,1.2,Aotizhongxin
3733.0,2013,8,3,12,26.0,39.0,2.856,45.5766,320.0,127.2348,32.4,997.7,19.3,0.0,S,1.6,Aotizhongxin
3734.0,2013,8,3,13,26.0,32.0,4.284,42.9077,340.0,166.005,32.2,997.2,18.8,0.0,WSW,3.4,Aotizhongxin
3735.0,2013,8,3,14,27.0,41.0,2.856,27.0996,640.0,195.993,32.2,997.1,20.1,0.0,SW,2.9,Aotizhongxin
3736.0,2013,8,3,15,20.0,47.0,3.7128,23.6095,340.0,174.573,32.0,996.5,21.5,0.0,SW,2.2,Aotizhongxin
3737.0,2013,8,3,16,20.0,65.0,5.1408,22.9936,620.0,175.0014,31.6,996.3,22.3,0.0,SSW,1.6,Aotizhongxin
3738.0,2013,8,3,17,20.0,66.0,6.0,23.0,620.0,175.4298,30.7,996.2,22.0,0.0,SSW,1.9,Aotizhongxin
3739.0,2013,8,3,18,26.0,65.0,5.0,28.0,300.0,174.0,29.2,996.2,21.4,0.0,SW,2.1,Aotizhongxin
3740.0,2013,8,3,19,33.0,65.0,6.0,29.0,300.0,164.0,28.3,996.4,21.6,0.0,SW,1.8,Aotizhongxin
3741.0,2013,8,3,20,33.0,65.0,6.0,29.0,600.0,152.7246,27.6,997.4,22.1,0.0,SW,1.8,Aotizhongxin
3742.0,2013,8,3,21,46.0,94.0,8.0,36.0,620.0,135.3744,27.4,997.9,22.8,0.0,WSW,2.7,Aotizhongxin
3743.0,2013,8,3,22,51.0,115.0,5.0,35.0,780.0,110.5272,25.8,998.0,22.7,0.0,SW,0.9,Aotizhongxin
3744.0,2013,8,3,23,56.0,81.0,5.0,40.0,680.0,100.2456,25.2,997.4,22.9,0.0,SW,2.1,Aotizhongxin
3745.0,2013,8,4,0,78.0,113.0,5.1408,53.5833,700.0,65.7594,26.4,996.8,23.1,0.0,WSW,2.3,Aotizhongxin
3746.0,2013,8,4,1,78.0,113.0,6.0,54.0,700.0,67.6872,25.1,996.6,22.8,0.0,NNW,0.8,Aotizhongxin
3747.0,2013,8,4,2,90.0,105.0,7.0,55.0,760.0,76.041,23.9,996.4,22.2,0.0,NNE,1.3,Aotizhongxin
3748.0,2013,8,4,3,92.0,117.0,8.0,46.0,700.0,65.331,23.6,995.8,22.2,0.0,NNE,1.3,Aotizhongxin
3749.0,2013,8,4,4,95.0,109.0,6.0,45.0,800.0,22.9194,23.3,995.4,22.3,0.0,NE,1.2,Aotizhongxin
3750.0,2013,8,4,5,96.0,117.0,6.0,68.0,760.0,45.85324000000001,23.0,996.0,22.2,0.0,NE,1.2,Aotizhongxin
3751.0,2013,8,4,6,101.0,110.0,3.0,62.0,700.0,2.0,23.4,996.2,21.3,0.0,NNE,1.4,Aotizhongxin
3752.0,2013,8,4,7,101.0,110.0,3.0,62.0,800.0,18.207,25.3,996.5,20.8,0.0,N,1.6,Aotizhongxin
3753.0,2013,8,4,8,105.0,113.0,5.0,43.0,600.0,42.0,27.8,996.4,19.3,0.0,NE,2.2,Aotizhongxin
3754.0,2013,8,4,9,105.0,113.0,5.0,43.0,700.0,74.7558,30.1,996.1,19.8,0.0,W,1.0,Aotizhongxin
3755.0,2013,8,4,10,107.0,89.0,5.0,33.0,880.0,98.7462,30.7,995.3,21.8,0.0,SE,0.2,Aotizhongxin
3756.0,2013,8,4,11,43.0,47.0,12.2808,36.1328,480.0,120.8088,32.5,994.7,21.4,0.0,SW,1.0,Aotizhongxin
3757.0,2013,8,4,12,44.0,47.0,13.0,36.0,580.0,167.2902,32.3,993.8,22.1,0.0,SW,1.7,Aotizhongxin
3758.0,2013,8,4,13,66.0,91.0,7.4256,35.1063,840.0,216.342,34.0,992.8,22.1,0.0,NNW,0.5,Aotizhongxin
3759.0,2013,8,4,14,66.0,91.0,8.0,35.0,760.0,265.8222,33.9,991.8,24.2,0.0,SW,1.9,Aotizhongxin
3760.0,2013,8,4,15,87.0,136.0,7.0,36.0,760.0,307.8054,33.5,991.3,23.2,0.0,SW,2.4,Aotizhongxin
3761.0,2013,8,4,16,110.0,171.0,8.0,39.0,980.0,241.8318,32.8,990.5,24.3,0.0,SSW,1.4,Aotizhongxin
3762.0,2013,8,4,17,80.0,90.0,8.0,31.0,720.0,190.638,31.0,990.5,23.4,0.0,SW,2.5,Aotizhongxin
3763.0,2013,8,4,18,64.0,120.0,8.0,29.0,600.0,156.5802,30.4,992.0,25.7,0.0,WSW,2.1,Aotizhongxin
3764.0,2013,8,4,19,84.0,135.0,10.0,32.0,760.0,123.165,23.8,994.7,19.5,0.3,NE,3.8,Aotizhongxin
3765.0,2013,8,4,20,146.0,73.0,6.0,26.0,900.0,129.0,21.6,994.5,20.6,2.3,NE,2.1,Aotizhongxin
3766.0,2013,8,4,21,6.0,6.0,3.0,22.0,300.0,114.0,21.5,994.3,20.5,0.5,SW,1.2,Aotizhongxin
3767.0,2013,8,4,22,6.0,10.0,3.0,22.0,340.0,85.2516,22.0,995.0,21.0,0.1,SW,2.0,Aotizhongxin
3768.0,2013,8,4,23,19.0,12.0,0.5712,47.6296,340.0,60.6186,21.7,994.2,20.9,0.0,S,1.2,Aotizhongxin
3769.0,2013,8,5,0,31.0,17.0,3.0,50.0,300.0,52.0,21.6,994.8,20.2,0.0,SW,0.8,Aotizhongxin
3770.0,2013,8,5,1,31.0,16.0,3.0,50.0,320.0,42.6258,20.6,993.4,19.9,0.0,NNW,0.8,Aotizhongxin
3771.0,2013,8,5,2,34.0,9.0,3.0,38.0,300.0,46.0,20.5,992.9,20.0,0.0,NE,1.4,Aotizhongxin
3772.0,2013,8,5,3,42.0,33.0,3.0,53.0,300.0,20.0,20.6,992.8,20.3,0.0,NE,1.2,Aotizhongxin
3773.0,2013,8,5,4,50.0,29.0,3.0,55.0,400.0,2.0,20.0,992.8,19.7,0.0,ENE,0.6,Aotizhongxin
3774.0,2013,8,5,5,50.0,6.0,3.0,42.0,300.0,18.0,19.7,992.7,19.5,0.0,N,0.2,Aotizhongxin
3775.0,2013,8,5,6,50.0,21.0,3.0,42.0,320.0,19.4922,20.7,993.4,19.5,0.0,WSW,1.9,Aotizhongxin
3776.0,2013,8,5,7,42.0,21.0,3.0,40.0,320.0,7.2828,23.2,993.5,20.0,0.0,SSW,1.6,Aotizhongxin
3777.0,2013,8,5,8,52.0,68.0,3.0,49.0,380.0,13.0662,25.0,993.4,19.6,0.0,WSW,2.0,Aotizhongxin
3778.0,2013,8,5,9,55.0,23.0,3.0,54.0,320.0,48.8376,26.6,993.3,20.0,0.0,W,1.3,Aotizhongxin
3779.0,2013,8,5,10,40.0,25.0,3.0,56.0,400.0,83.1096,27.4,993.5,20.0,0.0,W,1.2,Aotizhongxin
3780.0,2013,8,5,11,43.0,48.0,4.0,64.0,360.0,127.449,29.3,993.1,20.7,0.0,SW,1.3,Aotizhongxin
3781.0,2013,8,5,12,43.0,54.0,4.5696,51.9409,520.0,170.9316,31.0,992.8,21.8,0.0,WSW,1.1,Aotizhongxin
3782.0,2013,8,5,13,43.0,54.0,5.0,52.0,520.0,250.614,32.2,991.9,20.8,0.0,WSW,1.6,Aotizhongxin
3783.0,2013,8,5,14,49.0,45.0,5.0,46.0,600.0,325.0,33.8,991.7,20.2,0.0,W,1.4,Aotizhongxin
3784.0,2013,8,5,15,47.0,65.0,4.0,44.0,600.0,335.0,34.3,991.5,22.0,0.0,NW,0.8,Aotizhongxin
3785.0,2013,8,5,16,47.0,65.0,4.0,44.0,580.0,352.7874,32.9,991.0,22.7,0.0,SSW,2.1,Aotizhongxin
3786.0,2013,8,5,17,61.0,113.0,6.0,52.0,700.0,334.0,31.5,990.8,22.5,0.0,SW,1.6,Aotizhongxin
3787.0,2013,8,5,18,61.0,90.0,4.0,48.0,500.0,288.0,29.7,991.2,22.7,0.0,SSW,1.8,Aotizhongxin
3788.0,2013,8,5,19,61.0,90.0,4.0,48.0,640.0,173.502,28.2,991.9,22.7,0.0,SW,1.4,Aotizhongxin
3789.0,2013,8,5,20,34.0,79.0,2.5704,43.113,360.0,135.5886,27.5,992.8,23.1,0.0,SSW,1.1,Aotizhongxin
3790.0,2013,8,5,21,36.0,61.0,1.9992,38.5964,420.0,113.0976,27.2,992.9,23.4,0.0,SW,0.7,Aotizhongxin
3791.0,2013,8,5,22,36.0,62.0,3.0,39.0,460.0,86.3226,27.1,992.8,23.3,0.0,SSW,1.2,Aotizhongxin
3792.0,2013,8,5,23,45.0,63.0,3.0,62.0,500.0,77.0,25.7,992.9,23.6,0.0,S,0.0,Aotizhongxin
3793.0,2013,8,6,0,45.0,63.0,3.0,62.0,460.0,86.3226,25.6,993.2,23.5,0.0,ENE,0.0,Aotizhongxin
3794.0,2013,8,6,1,55.0,88.0,5.0,52.0,400.0,71.0,25.3,993.2,23.2,0.0,ENE,0.9,Aotizhongxin
3795.0,2013,8,6,2,55.0,88.0,5.0,52.0,440.0,24.4188,25.1,993.1,23.5,0.0,SW,0.7,Aotizhongxin
3796.0,2013,8,6,3,83.0,187.0,1.7136,74.5239,680.0,65.07396000000001,24.6,992.9,23.6,0.0,NNE,0.8,Aotizhongxin
3797.0,2013,8,6,4,87.0,177.0,4.284,77.40048,680.0,82.63836,24.8,993.0,23.8,0.0,NE,1.2,Aotizhongxin
3798.0,2013,8,6,5,88.0,177.0,5.0,99.7758,680.0,29.002680000000005,25.0,992.9,23.6,0.0,NE,1.5,Aotizhongxin
3799.0,2013,8,6,6,97.0,167.0,4.0,100.0,740.0,29.002680000000005,25.3,993.9,23.7,0.0,N,0.9,Aotizhongxin
3800.0,2013,8,6,7,126.0,144.0,3.9984,75.1398,720.0,7.7112,26.6,994.3,23.7,0.0,ENE,1.7,Aotizhongxin
3801.0,2013,8,6,8,135.0,163.0,3.9984,73.7027,700.0,12.6378,28.0,994.7,24.0,0.0,NNW,0.9,Aotizhongxin
3802.0,2013,8,6,9,138.0,177.0,4.5696,69.5967,660.0,27.846,29.2,994.9,24.3,0.0,ENE,0.9,Aotizhongxin
3803.0,2013,8,6,10,145.0,202.0,3.7128,76.1663,920.0,35.343,30.5,994.8,24.2,0.0,SW,0.6,Aotizhongxin
3804.0,2013,8,6,11,155.0,195.0,4.5696,80.6829,940.0,61.4754,32.4,994.0,25.5,0.0,SW,1.9,Aotizhongxin
3805.0,2013,8,6,12,156.0,195.0,5.0,81.0,940.0,95.9616,33.5,993.7,25.2,0.0,WSW,1.8,Aotizhongxin
3806.0,2013,8,6,13,187.0,212.0,5.0,83.0,1300.0,144.0,34.3,993.0,24.6,0.0,SW,1.8,Aotizhongxin
3807.0,2013,8,6,14,172.0,212.0,8.0,56.0,1100.0,238.0,34.4,992.7,24.4,0.0,SSW,1.4,Aotizhongxin
3808.0,2013,8,6,15,172.0,107.0,8.0,56.0,900.0,288.9558,34.2,992.6,24.2,0.0,SW,2.2,Aotizhongxin
3809.0,2013,8,6,16,136.0,108.0,9.0,39.0,860.0,273.105,33.5,992.2,24.7,0.0,SW,1.9,Aotizhongxin
3810.0,2013,8,6,17,135.0,197.0,8.0,36.0,1080.0,202.8474,32.5,992.9,24.8,0.0,SW,1.7,Aotizhongxin
3811.0,2013,8,6,18,151.0,183.0,4.0,42.0,800.0,170.0,31.6,993.3,25.2,0.0,SSW,1.1,Aotizhongxin
3812.0,2013,8,6,19,151.0,183.0,4.0,42.0,1040.0,151.4394,30.2,994.0,25.9,0.0,SW,1.6,Aotizhongxin
3813.0,2013,8,6,20,172.0,185.0,3.0,42.0,900.0,132.0,31.0,995.2,26.0,0.0,WSW,1.1,Aotizhongxin
3814.0,2013,8,6,21,172.0,185.0,3.0,42.0,1060.0,128.7342,29.9,994.9,26.7,0.0,WSW,0.6,Aotizhongxin
3815.0,2013,8,6,22,174.0,244.0,3.0,38.0,1040.0,101.5308,29.5,995.6,26.7,0.0,N,0.9,Aotizhongxin
3816.0,2013,8,6,23,220.0,286.0,3.0,34.0,1420.0,89.5356,28.4,995.6,20.7,0.0,ESE,1.0,Aotizhongxin
3817.0,2013,8,7,0,205.0,162.0,3.0,35.0,1260.0,70.2576,26.4,997.0,21.8,0.0,NNE,2.4,Aotizhongxin
3818.0,2013,8,7,1,33.0,33.0,1.9992,29.1526,480.0,104.3154,25.6,995.4,22.3,0.1,N,2.6,Aotizhongxin
3819.0,2013,8,7,2,26.0,17.0,5.19984,19.7088,460.0,113.7402,24.1,996.8,22.7,0.1,NNE,0.0,Aotizhongxin
3820.0,2013,8,7,3,29.0,17.0,2.99984,23.1989,460.0,105.6006,24.4,997.4,22.7,0.0,WSW,0.7,Aotizhongxin
3821.0,2013,8,7,4,30.0,17.0,3.0,24.0,460.0,75.1842,24.5,996.9,23.1,0.0,NE,1.0,Aotizhongxin
3822.0,2013,8,7,5,42.0,21.0,3.0,35.0,400.0,74.0,24.7,996.9,22.9,0.0,NNE,1.9,Aotizhongxin
3823.0,2013,8,7,6,42.0,10.0,3.0,35.0,480.0,67.2588,24.8,997.3,23.0,0.0,E,0.6,Aotizhongxin
3824.0,2013,8,7,7,34.0,10.0,3.0,34.0,400.0,62.0,25.5,997.2,23.4,0.3,WSW,1.3,Aotizhongxin
3825.0,2013,8,7,8,34.0,29.0,3.0,34.0,500.0,43.0542,27.5,997.8,23.1,0.0,ENE,0.7,Aotizhongxin
3826.0,2013,8,7,9,29.0,30.0,3.0,49.0,500.0,55.0,28.5,997.6,23.6,0.0,N,1.0,Aotizhongxin
3827.0,2013,8,7,10,34.0,36.0,3.0,52.0,600.0,41.0,29.7,998.0,22.7,0.0,NNE,1.6,Aotizhongxin
3828.0,2013,8,7,11,33.0,36.0,4.0,42.0,500.0,68.0,29.6,997.6,21.5,0.0,NE,2.8,Aotizhongxin
3829.0,2013,8,7,12,33.0,33.0,4.0,42.0,500.0,72.3996,28.6,997.6,19.8,0.0,NE,3.0,Aotizhongxin
3830.0,2013,8,7,13,20.0,27.0,11.0,32.0,600.0,67.0,28.5,997.5,18.6,0.0,NNE,1.7,Aotizhongxin
3831.0,2013,8,7,14,21.0,27.0,15.0,34.0,500.0,58.0,23.7,997.6,21.4,6.0,NE,2.7,Aotizhongxin
3832.0,2013,8,7,15,21.0,39.0,15.0,34.0,500.0,46.2672,24.3,997.5,20.8,0.1,NNE,2.7,Aotizhongxin
3833.0,2013,8,7,16,15.0,20.0,3.0,34.0,400.0,56.0,24.3,996.9,20.0,0.0,NE,2.2,Aotizhongxin
3834.0,2013,8,7,17,15.0,20.0,3.0,34.0,480.0,65.7594,22.6,997.1,21.2,1.0,E,0.9,Aotizhongxin
3835.0,2013,8,7,18,16.0,33.0,6.0,43.0,500.0,52.0,22.4,995.5,21.6,0.4,NNE,0.8,Aotizhongxin
3836.0,2013,8,7,19,16.0,33.0,6.0,43.0,480.0,12.6378,22.5,995.8,20.8,0.0,N,1.2,Aotizhongxin
3837.0,2013,8,7,20,23.0,9.0,6.0,81.0,700.0,4.0,22.2,996.7,20.8,0.0,NNE,0.0,Aotizhongxin
3838.0,2013,8,7,21,23.0,15.0,6.0,81.0,520.0,3.8556,22.1,996.7,20.6,0.0,ENE,0.7,Aotizhongxin
3839.0,2013,8,7,22,18.0,8.0,6.2832,72.0603,520.0,8.1396,22.2,996.2,21.0,0.0,WSW,0.7,Aotizhongxin
3840.0,2013,8,7,23,17.0,20.0,5.4264,62.8218,520.0,13.923,22.1,996.1,21.1,0.0,NNW,0.0,Aotizhongxin
3841.0,2013,8,8,0,17.0,20.0,6.0,63.0,520.0,16.9218,21.7,995.3,20.9,0.0,W,0.8,Aotizhongxin
3842.0,2013,8,8,1,19.0,19.0,7.0,57.0,480.0,9.781960000000002,21.5,995.3,21.0,0.0,NW,0.0,Aotizhongxin
3843.0,2013,8,8,2,20.0,20.0,5.0,78.0,500.0,2.0,21.4,995.2,21.1,0.0,SSW,0.5,Aotizhongxin
3844.0,2013,8,8,3,17.0,43.0,4.0,77.0,400.0,2.0,21.4,994.9,21.1,0.0,WNW,0.2,Aotizhongxin
3845.0,2013,8,8,4,17.0,43.0,4.0,77.0,560.0,4.18508,21.1,995.2,20.8,0.0,NW,0.0,Aotizhongxin
3846.0,2013,8,8,5,18.0,22.0,4.0,76.0,520.0,6.540559999999999,21.3,995.1,21.1,0.0,W,0.1,Aotizhongxin
3847.0,2013,8,8,6,19.0,49.0,4.0,72.0,500.0,2.0,22.3,995.1,21.8,0.0,NNW,0.1,Aotizhongxin
3848.0,2013,8,8,7,17.0,32.0,6.0,70.0,500.0,2.0,23.6,995.3,21.9,0.0,W,0.5,Aotizhongxin
3849.0,2013,8,8,8,17.0,32.0,6.0,70.0,500.0,7.9254,25.7,995.4,22.0,0.0,W,1.0,Aotizhongxin
3850.0,2013,8,8,9,24.0,51.0,13.0,63.0,600.0,7.0,29.3,995.7,20.7,0.0,W,0.8,Aotizhongxin
3851.0,2013,8,8,10,27.0,66.0,14.0,60.0,700.0,21.0,31.1,995.5,21.0,0.0,SW,1.6,Aotizhongxin
3852.0,2013,8,8,11,27.0,55.0,14.0,74.0,800.0,33.0,31.4,995.1,21.0,0.0,SSW,1.6,Aotizhongxin
3853.0,2013,8,8,12,27.0,55.0,14.0,74.0,620.0,62.7606,33.0,994.7,21.5,0.0,SSW,1.9,Aotizhongxin
3854.0,2013,8,8,13,37.0,79.0,10.2816,65.696,760.0,131.9472,33.3,994.1,20.8,0.0,WSW,1.8,Aotizhongxin
3855.0,2013,8,8,14,45.0,74.0,6.0,42.0,600.0,219.0,33.5,993.2,21.3,0.0,SW,3.0,Aotizhongxin
3856.0,2013,8,8,15,45.0,74.0,6.0,42.0,580.0,196.6356,33.9,993.0,22.3,0.0,SSW,1.9,Aotizhongxin
3857.0,2013,8,8,16,35.0,53.0,7.9968,34.901,540.0,195.3504,32.9,993.0,22.1,0.0,WSW,3.5,Aotizhongxin
3858.0,2013,8,8,17,28.0,50.0,5.1408,39.2123,540.0,187.2108,31.6,993.3,21.8,0.0,WSW,3.2,Aotizhongxin
3859.0,2013,8,8,18,33.0,143.0,4.8552,44.1395,920.0,164.2914,31.1,994.1,23.5,0.0,SW,3.4,Aotizhongxin
3860.0,2013,8,8,19,40.0,160.0,5.0,41.0,600.0,173.0,30.0,995.4,23.4,0.0,W,1.9,Aotizhongxin
3861.0,2013,8,8,20,40.0,160.0,5.0,41.0,920.0,158.7222,29.8,996.1,18.6,0.0,SW,0.6,Aotizhongxin
3862.0,2013,8,8,21,44.0,81.0,5.0,43.0,820.0,133.2324,26.5,995.7,17.8,0.0,NW,1.2,Aotizhongxin
3863.0,2013,8,8,22,25.0,7.0,5.0,41.0,400.0,88.0,24.7,995.6,18.9,0.0,NW,0.4,Aotizhongxin
3864.0,2013,8,8,23,36.0,127.0,4.0,55.0,500.0,82.0,23.5,995.4,20.4,0.0,N,0.2,Aotizhongxin
3865.0,2013,8,9,0,36.0,127.0,4.0,55.0,820.0,77.7546,22.7,995.2,21.0,0.0,N,0.2,Aotizhongxin
3866.0,2013,8,9,1,25.0,47.0,1.9992,70.6232,460.0,29.1312,22.3,995.1,19.8,0.0,N,0.0,Aotizhongxin
3867.0,2013,8,9,2,26.0,46.0,3.9712000000000005,84.0,400.0,2.0,21.6,994.9,20.1,0.0,NE,0.0,Aotizhongxin
3868.0,2013,8,9,3,26.0,46.0,2.856,84.0,480.0,15.22624,21.6,995.2,20.4,0.0,ENE,0.7,Aotizhongxin
3869.0,2013,8,9,4,22.0,38.0,4.0,55.0,200.0,14.0,21.5,995.7,20.3,0.0,NE,1.1,Aotizhongxin
3870.0,2013,8,9,5,22.0,38.0,4.0,50.9144,500.0,24.2046,21.1,996.0,19.9,0.0,NE,1.0,Aotizhongxin
3871.0,2013,8,9,6,15.0,51.0,3.0,63.0,300.0,10.0,22.5,996.5,19.7,0.0,ENE,1.2,Aotizhongxin
3872.0,2013,8,9,7,20.0,42.0,3.0,57.0,400.0,12.0,24.8,996.7,19.0,0.0,NNE,1.1,Aotizhongxin
